district,snapp,tapsi,time,date,day,bothOK
هایپراستار,,88000,21:05:30,2023-06-04,Sunday,False
خونه من,,93000,21:19:57,2023-06-04,Sunday,False
باغ فیض هجرت,,87000,21:20:01,2023-06-04,Sunday,False
باغ فیض باهنر,,98000,21:20:05,2023-06-04,Sunday,False
ستاری کورش,,101000,21:20:09,2023-06-04,Sunday,False
میدون سازمان برنامه,,90000,21:20:12,2023-06-04,Sunday,False
شقایق شمالی,,92000,21:20:16,2023-06-04,Sunday,False
کاشانی اباذر,,99000,21:20:20,2023-06-04,Sunday,False
اباذر پردیس زندگی,,102000,21:20:24,2023-06-04,Sunday,False
کاشانی سر جنت,,91000,21:20:28,2023-06-04,Sunday,False
فردوس شقایق,,83000,21:20:32,2023-06-04,Sunday,False
کاشانی مینیاتور,,96000,21:20:36,2023-06-04,Sunday,False
هایپراستار,,78000,21:20:39,2023-06-04,Sunday,False
خونه من,,83000,21:44:04,2023-06-04,Sunday,False
باغ فیض هجرت,,86000,21:44:08,2023-06-04,Sunday,False
باغ فیض باهنر,,88000,21:44:11,2023-06-04,Sunday,False
ستاری کورش,,90000,21:44:18,2023-06-04,Sunday,False
میدون سازمان برنامه,,89000,21:44:22,2023-06-04,Sunday,False
شقایق شمالی,,83000,21:44:25,2023-06-04,Sunday,False
کاشانی اباذر,,89000,21:44:29,2023-06-04,Sunday,False
اباذر پردیس زندگی,,91000,21:44:33,2023-06-04,Sunday,False
کاشانی سر جنت,,82000,21:44:37,2023-06-04,Sunday,False
فردوس شقایق,,82000,21:44:41,2023-06-04,Sunday,False
کاشانی مینیاتور,,86000,21:44:44,2023-06-04,Sunday,False
هایپراستار,,78000,21:44:50,2023-06-04,Sunday,False
خونه من,,91000,21:57:31,2023-06-04,Sunday,False
باغ فیض هجرت,,86000,21:57:35,2023-06-04,Sunday,False
باغ فیض باهنر,,97000,21:57:39,2023-06-04,Sunday,False
ستاری کورش,,100000,21:57:43,2023-06-04,Sunday,False
میدون سازمان برنامه,,116000,21:57:47,2023-06-04,Sunday,False
شقایق شمالی,,92000,21:57:51,2023-06-04,Sunday,False
کاشانی اباذر,,108000,21:57:55,2023-06-04,Sunday,False
اباذر پردیس زندگی,,101000,21:57:59,2023-06-04,Sunday,False
کاشانی سر جنت,,81000,21:58:03,2023-06-04,Sunday,False
فردوس شقایق,,100000,21:58:08,2023-06-04,Sunday,False
کاشانی مینیاتور,,95000,21:58:11,2023-06-04,Sunday,False
هایپراستار,,78000,21:58:15,2023-06-04,Sunday,False
خونه من,,94000,22:07:16,2023-06-04,Sunday,False
باغ فیض هجرت,,87000,22:07:20,2023-06-04,Sunday,False
باغ فیض باهنر,,99000,22:07:24,2023-06-04,Sunday,False
ستاری کورش,,99000,22:07:27,2023-06-04,Sunday,False
میدون سازمان برنامه,,91000,22:07:31,2023-06-04,Sunday,False
شقایق شمالی,,94000,22:07:34,2023-06-04,Sunday,False
کاشانی اباذر,,90000,22:07:38,2023-06-04,Sunday,False
اباذر پردیس زندگی,,102000,22:07:42,2023-06-04,Sunday,False
کاشانی سر جنت,,93000,22:07:45,2023-06-04,Sunday,False
فردوس شقایق,,103000,22:07:49,2023-06-04,Sunday,False
کاشانی مینیاتور,,97000,22:07:53,2023-06-04,Sunday,False
هایپراستار,,86000,22:07:56,2023-06-04,Sunday,False
خونه من,,132000,22:20:11,2023-06-04,Sunday,False
باغ فیض هجرت,,87000,22:20:16,2023-06-04,Sunday,False
باغ فیض باهنر,,99000,22:20:20,2023-06-04,Sunday,False
ستاری کورش,,138000,22:20:24,2023-06-04,Sunday,False
میدون سازمان برنامه,,82000,22:20:28,2023-06-04,Sunday,False
شقایق شمالی,,94000,22:20:32,2023-06-04,Sunday,False
کاشانی اباذر,,130000,22:20:36,2023-06-04,Sunday,False
اباذر پردیس زندگی,,102000,22:20:40,2023-06-04,Sunday,False
کاشانی سر جنت,,84000,22:20:44,2023-06-04,Sunday,False
فردوس شقایق,,94000,22:20:48,2023-06-04,Sunday,False
کاشانی مینیاتور,,98000,22:20:52,2023-06-04,Sunday,False
هایپراستار,,78000,22:20:56,2023-06-04,Sunday,False
خونه من,,111000,22:39:07,2023-06-04,Sunday,False
باغ فیض هجرت,,95000,22:39:11,2023-06-04,Sunday,False
باغ فیض باهنر,,126000,22:39:15,2023-06-04,Sunday,False
ستاری کورش,,119000,22:39:20,2023-06-04,Sunday,False
میدون سازمان برنامه,,99000,22:39:24,2023-06-04,Sunday,False
شقایق شمالی,,110000,22:39:28,2023-06-04,Sunday,False
کاشانی اباذر,,127000,22:39:31,2023-06-04,Sunday,False
اباذر پردیس زندگی,,133000,22:39:35,2023-06-04,Sunday,False
کاشانی سر جنت,,118000,22:39:39,2023-06-04,Sunday,False
فردوس شقایق,,110000,22:39:43,2023-06-04,Sunday,False
کاشانی مینیاتور,,114000,22:39:47,2023-06-04,Sunday,False
هایپراستار,,87000,22:39:50,2023-06-04,Sunday,False
خونه من,,111000,22:49:51,2023-06-04,Sunday,False
باغ فیض هجرت,,123000,22:49:56,2023-06-04,Sunday,False
باغ فیض باهنر,,126000,22:50:03,2023-06-04,Sunday,False
ستاری کورش,,119000,22:50:07,2023-06-04,Sunday,False
میدون سازمان برنامه,,117000,22:50:11,2023-06-04,Sunday,False
شقایق شمالی,,110000,22:50:19,2023-06-04,Sunday,False
کاشانی اباذر,,128000,22:50:23,2023-06-04,Sunday,False
اباذر پردیس زندگی,,133000,22:50:27,2023-06-04,Sunday,False
کاشانی سر جنت,,118000,22:50:30,2023-06-04,Sunday,False
فردوس شقایق,,101000,22:50:34,2023-06-04,Sunday,False
کاشانی مینیاتور,,114000,22:50:39,2023-06-04,Sunday,False
هایپراستار,,113000,22:50:43,2023-06-04,Sunday,False
خونه من,,103000,23:05:06,2023-06-04,Sunday,False
باغ فیض هجرت,,86000,23:05:10,2023-06-04,Sunday,False
باغ فیض باهنر,,88000,23:05:13,2023-06-04,Sunday,False
ستاری کورش,,110000,23:05:17,2023-06-04,Sunday,False
میدون سازمان برنامه,,109000,23:05:21,2023-06-04,Sunday,False
شقایق شمالی,,111000,23:05:25,2023-06-04,Sunday,False
کاشانی اباذر,,119000,23:05:29,2023-06-04,Sunday,False
اباذر پردیس زندگی,,93000,23:05:33,2023-06-04,Sunday,False
کاشانی سر جنت,,110000,23:05:37,2023-06-04,Sunday,False
فردوس شقایق,,102000,23:05:40,2023-06-04,Sunday,False
کاشانی مینیاتور,,115000,23:05:45,2023-06-04,Sunday,False
هایپراستار,,79000,23:05:49,2023-06-04,Sunday,False
خونه من,,121000,23:19:49,2023-06-04,Sunday,False
باغ فیض هجرت,,95000,23:19:53,2023-06-04,Sunday,False
باغ فیض باهنر,,97000,23:19:57,2023-06-04,Sunday,False
ستاری کورش,,100000,23:20:01,2023-06-04,Sunday,False
میدون سازمان برنامه,,90000,23:20:05,2023-06-04,Sunday,False
شقایق شمالی,,92000,23:20:09,2023-06-04,Sunday,False
کاشانی اباذر,,98000,23:20:13,2023-06-04,Sunday,False
اباذر پردیس زندگی,,103000,23:20:16,2023-06-04,Sunday,False
کاشانی سر جنت,,91000,23:20:20,2023-06-04,Sunday,False
فردوس شقایق,,102000,23:20:24,2023-06-04,Sunday,False
کاشانی مینیاتور,,96000,23:20:29,2023-06-04,Sunday,False
هایپراستار,,96000,23:20:32,2023-06-04,Sunday,False
خونه من,,85000,17:41:01,2023-06-05,Monday,False
باغ فیض هجرت,,98000,17:41:05,2023-06-05,Monday,False
باغ فیض باهنر,,91000,17:41:09,2023-06-05,Monday,False
ستاری کورش,,90000,17:41:13,2023-06-05,Monday,False
میدون سازمان برنامه,,83000,17:41:16,2023-06-05,Monday,False
شقایق شمالی,,94000,17:41:19,2023-06-05,Monday,False
کاشانی اباذر,,92000,17:41:23,2023-06-05,Monday,False
اباذر پردیس زندگی,,95000,17:41:26,2023-06-05,Monday,False
کاشانی سر جنت,,95000,17:41:30,2023-06-05,Monday,False
فردوس شقایق,,94000,17:41:34,2023-06-05,Monday,False
کاشانی مینیاتور,,99000,17:41:38,2023-06-05,Monday,False
هایپراستار,,87000,17:41:41,2023-06-05,Monday,False
خونه من,,85000,17:56:05,2023-06-05,Monday,False
باغ فیض هجرت,,89000,17:56:09,2023-06-05,Monday,False
باغ فیض باهنر,,102000,17:56:13,2023-06-05,Monday,False
ستاری کورش,,92000,17:56:17,2023-06-05,Monday,False
میدون سازمان برنامه,,83000,17:56:21,2023-06-05,Monday,False
شقایق شمالی,,85000,17:56:26,2023-06-05,Monday,False
کاشانی اباذر,,92000,17:56:30,2023-06-05,Monday,False
اباذر پردیس زندگی,,105000,17:56:34,2023-06-05,Monday,False
کاشانی سر جنت,,85000,17:56:38,2023-06-05,Monday,False
فردوس شقایق,,85000,17:56:41,2023-06-05,Monday,False
کاشانی مینیاتور,,89000,17:56:45,2023-06-05,Monday,False
هایپراستار,,78000,17:56:49,2023-06-05,Monday,False
خونه من,,96000,18:05:34,2023-06-05,Monday,False
باغ فیض هجرت,,88000,18:05:38,2023-06-05,Monday,False
باغ فیض باهنر,,91000,18:05:41,2023-06-05,Monday,False
ستاری کورش,,102000,18:05:44,2023-06-05,Monday,False
میدون سازمان برنامه,,83000,18:05:47,2023-06-05,Monday,False
شقایق شمالی,,84000,18:05:51,2023-06-05,Monday,False
کاشانی اباذر,,92000,18:05:54,2023-06-05,Monday,False
اباذر پردیس زندگی,,84000,18:05:58,2023-06-05,Monday,False
کاشانی سر جنت,,94000,18:06:01,2023-06-05,Monday,False
فردوس شقایق,,84000,18:06:04,2023-06-05,Monday,False
کاشانی مینیاتور,,89000,18:06:07,2023-06-05,Monday,False
هایپراستار,,78000,18:06:10,2023-06-05,Monday,False
خونه من,,125000,18:19:55,2023-06-05,Monday,False
باغ فیض هجرت,,98000,18:20:01,2023-06-05,Monday,False
باغ فیض باهنر,,100000,18:20:04,2023-06-05,Monday,False
ستاری کورش,,133000,18:20:08,2023-06-05,Monday,False
میدون سازمان برنامه,,102000,18:20:11,2023-06-05,Monday,False
شقایق شمالی,,95000,18:20:17,2023-06-05,Monday,False
کاشانی اباذر,,102000,18:20:20,2023-06-05,Monday,False
اباذر پردیس زندگی,,105000,18:20:24,2023-06-05,Monday,False
کاشانی سر جنت,,94000,18:20:27,2023-06-05,Monday,False
فردوس شقایق,,105000,18:20:30,2023-06-05,Monday,False
کاشانی مینیاتور,,100000,18:20:33,2023-06-05,Monday,False
هایپراستار,,80000,18:20:36,2023-06-05,Monday,False
خونه من,,88000,18:42:08,2023-06-05,Monday,False
باغ فیض هجرت,,99000,18:42:13,2023-06-05,Monday,False
باغ فیض باهنر,,94000,18:42:17,2023-06-05,Monday,False
ستاری کورش,,92000,18:42:20,2023-06-05,Monday,False
میدون سازمان برنامه,,85000,18:42:24,2023-06-05,Monday,False
شقایق شمالی,,87000,18:42:28,2023-06-05,Monday,False
کاشانی اباذر,,106000,18:42:32,2023-06-05,Monday,False
اباذر پردیس زندگی,,97000,18:42:35,2023-06-05,Monday,False
کاشانی سر جنت,,86000,18:42:39,2023-06-05,Monday,False
فردوس شقایق,,87000,18:42:43,2023-06-05,Monday,False
کاشانی مینیاتور,,91000,18:42:47,2023-06-05,Monday,False
هایپراستار,,81000,18:42:51,2023-06-05,Monday,False
خونه من,,88000,18:54:32,2023-06-05,Monday,False
باغ فیض هجرت,,100000,18:54:36,2023-06-05,Monday,False
باغ فیض باهنر,,116000,18:54:39,2023-06-05,Monday,False
ستاری کورش,,93000,18:54:43,2023-06-05,Monday,False
میدون سازمان برنامه,,85000,18:54:46,2023-06-05,Monday,False
شقایق شمالی,,107000,18:54:50,2023-06-05,Monday,False
کاشانی اباذر,,117000,18:54:53,2023-06-05,Monday,False
اباذر پردیس زندگی,,121000,18:54:56,2023-06-05,Monday,False
کاشانی سر جنت,,96000,18:54:59,2023-06-05,Monday,False
فردوس شقایق,,87000,18:55:02,2023-06-05,Monday,False
کاشانی مینیاتور,,112000,18:55:06,2023-06-05,Monday,False
هایپراستار,,73000,18:55:09,2023-06-05,Monday,False
خونه من,,135000,19:05:05,2023-06-05,Monday,False
باغ فیض هجرت,,112000,19:05:10,2023-06-05,Monday,False
باغ فیض باهنر,,118000,19:05:14,2023-06-05,Monday,False
ستاری کورش,,150000,19:05:18,2023-06-05,Monday,False
میدون سازمان برنامه,,102000,19:05:23,2023-06-05,Monday,False
شقایق شمالی,,134000,19:05:28,2023-06-05,Monday,False
کاشانی اباذر,,114000,19:05:32,2023-06-05,Monday,False
اباذر پردیس زندگی,,117000,19:05:37,2023-06-05,Monday,False
کاشانی سر جنت,,103000,19:05:41,2023-06-05,Monday,False
فردوس شقایق,,103000,19:05:45,2023-06-05,Monday,False
کاشانی مینیاتور,,142000,19:05:49,2023-06-05,Monday,False
هایپراستار,,100000,19:05:52,2023-06-05,Monday,False
خونه من,,137000,19:19:54,2023-06-05,Monday,False
باغ فیض هجرت,,147000,19:19:58,2023-06-05,Monday,False
باغ فیض باهنر,,146000,19:20:01,2023-06-05,Monday,False
ستاری کورش,,151000,19:20:05,2023-06-05,Monday,False
میدون سازمان برنامه,,132000,19:20:10,2023-06-05,Monday,False
شقایق شمالی,,125000,19:20:13,2023-06-05,Monday,False
کاشانی اباذر,,147000,19:20:16,2023-06-05,Monday,False
اباذر پردیس زندگی,,154000,19:20:19,2023-06-05,Monday,False
کاشانی سر جنت,,135000,19:20:23,2023-06-05,Monday,False
فردوس شقایق,,94000,19:20:27,2023-06-05,Monday,False
کاشانی مینیاتور,,133000,19:20:31,2023-06-05,Monday,False
هایپراستار,,100000,19:20:35,2023-06-05,Monday,False
خونه من,,101000,19:45:51,2023-06-05,Monday,False
باغ فیض هجرت,,104000,19:45:55,2023-06-05,Monday,False
باغ فیض باهنر,,107000,19:45:58,2023-06-05,Monday,False
ستاری کورش,,107000,19:46:03,2023-06-05,Monday,False
میدون سازمان برنامه,,97000,19:46:06,2023-06-05,Monday,False
شقایق شمالی,,100000,19:46:10,2023-06-05,Monday,False
کاشانی اباذر,,107000,19:46:14,2023-06-05,Monday,False
اباذر پردیس زندگی,,112000,19:46:18,2023-06-05,Monday,False
کاشانی سر جنت,,90000,19:46:21,2023-06-05,Monday,False
فردوس شقایق,,100000,19:46:25,2023-06-05,Monday,False
کاشانی مینیاتور,,104000,19:46:28,2023-06-05,Monday,False
هایپراستار,,94000,19:46:32,2023-06-05,Monday,False
خونه من,,88000,20:07:08,2023-06-05,Monday,False
باغ فیض هجرت,,101000,20:07:12,2023-06-05,Monday,False
باغ فیض باهنر,,106000,20:07:16,2023-06-05,Monday,False
ستاری کورش,,94000,20:07:20,2023-06-05,Monday,False
میدون سازمان برنامه,,104000,20:07:26,2023-06-05,Monday,False
شقایق شمالی,,97000,20:07:30,2023-06-05,Monday,False
کاشانی اباذر,,104000,20:07:33,2023-06-05,Monday,False
اباذر پردیس زندگی,,109000,20:07:36,2023-06-05,Monday,False
کاشانی سر جنت,,96000,20:07:39,2023-06-05,Monday,False
فردوس شقایق,,97000,20:07:43,2023-06-05,Monday,False
کاشانی مینیاتور,,102000,20:07:46,2023-06-05,Monday,False
هایپراستار,,91000,20:07:49,2023-06-05,Monday,False
خونه من,,104000,20:19:47,2023-06-05,Monday,False
باغ فیض هجرت,,98000,20:19:51,2023-06-05,Monday,False
باغ فیض باهنر,,80000,20:19:54,2023-06-05,Monday,False
ستاری کورش,,112000,20:19:58,2023-06-05,Monday,False
میدون سازمان برنامه,,92000,20:20:02,2023-06-05,Monday,False
شقایق شمالی,,85000,20:20:06,2023-06-05,Monday,False
کاشانی اباذر,,101000,20:20:09,2023-06-05,Monday,False
اباذر پردیس زندگی,,95000,20:20:12,2023-06-05,Monday,False
کاشانی سر جنت,,93000,20:20:15,2023-06-05,Monday,False
فردوس شقایق,,85000,20:20:18,2023-06-05,Monday,False
کاشانی مینیاتور,,89000,20:20:21,2023-06-05,Monday,False
هایپراستار,,72000,20:20:25,2023-06-05,Monday,False
خونه من,,95000,20:40:48,2023-06-05,Monday,False
باغ فیض هجرت,,109000,20:40:52,2023-06-05,Monday,False
باغ فیض باهنر,,110000,20:40:56,2023-06-05,Monday,False
ستاری کورش,,112000,20:41:00,2023-06-05,Monday,False
میدون سازمان برنامه,,91000,20:41:05,2023-06-05,Monday,False
شقایق شمالی,,94000,20:41:09,2023-06-05,Monday,False
کاشانی اباذر,,101000,20:41:13,2023-06-05,Monday,False
اباذر پردیس زندگی,,116000,20:41:17,2023-06-05,Monday,False
کاشانی سر جنت,,84000,20:41:21,2023-06-05,Monday,False
فردوس شقایق,,75000,20:41:25,2023-06-05,Monday,False
کاشانی مینیاتور,,98000,20:41:29,2023-06-05,Monday,False
هایپراستار,,80000,20:41:33,2023-06-05,Monday,False
خونه من,,84000,20:54:22,2023-06-05,Monday,False
باغ فیض هجرت,,87000,20:54:27,2023-06-05,Monday,False
باغ فیض باهنر,,88000,20:54:31,2023-06-05,Monday,False
ستاری کورش,,91000,20:54:35,2023-06-05,Monday,False
میدون سازمان برنامه,,81000,20:54:39,2023-06-05,Monday,False
شقایق شمالی,,93000,20:54:43,2023-06-05,Monday,False
کاشانی اباذر,,90000,20:54:47,2023-06-05,Monday,False
اباذر پردیس زندگی,,94000,20:54:51,2023-06-05,Monday,False
کاشانی سر جنت,,82000,20:54:55,2023-06-05,Monday,False
فردوس شقایق,,83000,20:54:59,2023-06-05,Monday,False
کاشانی مینیاتور,,97000,20:55:02,2023-06-05,Monday,False
هایپراستار,,79000,20:55:05,2023-06-05,Monday,False
خونه من,,93000,21:05:07,2023-06-05,Monday,False
باغ فیض هجرت,,96000,21:05:11,2023-06-05,Monday,False
باغ فیض باهنر,,98000,21:05:18,2023-06-05,Monday,False
ستاری کورش,,100000,21:05:21,2023-06-05,Monday,False
میدون سازمان برنامه,,90000,21:05:25,2023-06-05,Monday,False
شقایق شمالی,,92000,21:05:29,2023-06-05,Monday,False
کاشانی اباذر,,100000,21:05:33,2023-06-05,Monday,False
اباذر پردیس زندگی,,104000,21:05:36,2023-06-05,Monday,False
کاشانی سر جنت,,91000,21:05:40,2023-06-05,Monday,False
فردوس شقایق,,92000,21:05:43,2023-06-05,Monday,False
کاشانی مینیاتور,,97000,21:05:46,2023-06-05,Monday,False
هایپراستار,,78000,21:05:50,2023-06-05,Monday,False
خونه من,,83000,21:19:53,2023-06-05,Monday,False
باغ فیض هجرت,,86000,21:19:57,2023-06-05,Monday,False
باغ فیض باهنر,,88000,21:20:01,2023-06-05,Monday,False
ستاری کورش,,90000,21:20:05,2023-06-05,Monday,False
میدون سازمان برنامه,,89000,21:20:09,2023-06-05,Monday,False
شقایق شمالی,,82000,21:20:12,2023-06-05,Monday,False
کاشانی اباذر,,88000,21:20:16,2023-06-05,Monday,False
اباذر پردیس زندگی,,92000,21:20:19,2023-06-05,Monday,False
کاشانی سر جنت,,73000,21:20:23,2023-06-05,Monday,False
فردوس شقایق,,82000,21:20:27,2023-06-05,Monday,False
کاشانی مینیاتور,,86000,21:20:31,2023-06-05,Monday,False
هایپراستار,,78000,21:20:35,2023-06-05,Monday,False
خونه من,,91000,21:44:33,2023-06-05,Monday,False
باغ فیض هجرت,,104000,21:44:37,2023-06-05,Monday,False
باغ فیض باهنر,,106000,21:44:41,2023-06-05,Monday,False
ستاری کورش,,99000,21:44:45,2023-06-05,Monday,False
میدون سازمان برنامه,,97000,21:44:49,2023-06-05,Monday,False
شقایق شمالی,,91000,21:44:53,2023-06-05,Monday,False
کاشانی اباذر,,97000,21:44:57,2023-06-05,Monday,False
اباذر پردیس زندگی,,111000,21:45:01,2023-06-05,Monday,False
کاشانی سر جنت,,90000,21:45:05,2023-06-05,Monday,False
فردوس شقایق,,91000,21:45:09,2023-06-05,Monday,False
کاشانی مینیاتور,,94000,21:45:12,2023-06-05,Monday,False
هایپراستار,,86000,21:45:17,2023-06-05,Monday,False
خونه من,,110000,21:58:34,2023-06-05,Monday,False
باغ فیض هجرت,,103000,21:58:39,2023-06-05,Monday,False
باغ فیض باهنر,,96000,21:58:42,2023-06-05,Monday,False
ستاری کورش,,118000,21:58:48,2023-06-05,Monday,False
میدون سازمان برنامه,,80000,21:58:51,2023-06-05,Monday,False
شقایق شمالی,,91000,21:58:54,2023-06-05,Monday,False
کاشانی اباذر,,97000,21:58:58,2023-06-05,Monday,False
اباذر پردیس زندگی,,101000,21:59:01,2023-06-05,Monday,False
کاشانی سر جنت,,99000,21:59:04,2023-06-05,Monday,False
فردوس شقایق,,91000,21:59:08,2023-06-05,Monday,False
کاشانی مینیاتور,,94000,21:59:11,2023-06-05,Monday,False
هایپراستار,,77000,21:59:14,2023-06-05,Monday,False
خونه من,,121000,22:08:24,2023-06-05,Monday,False
باغ فیض هجرت,,96000,22:08:28,2023-06-05,Monday,False
باغ فیض باهنر,,97000,22:08:33,2023-06-05,Monday,False
ستاری کورش,,128000,22:08:40,2023-06-05,Monday,False
میدون سازمان برنامه,,90000,22:08:45,2023-06-05,Monday,False
شقایق شمالی,,93000,22:08:48,2023-06-05,Monday,False
کاشانی اباذر,,129000,22:08:52,2023-06-05,Monday,False
اباذر پردیس زندگی,,101000,22:08:56,2023-06-05,Monday,False
کاشانی سر جنت,,92000,22:09:00,2023-06-05,Monday,False
فردوس شقایق,,121000,22:09:04,2023-06-05,Monday,False
کاشانی مینیاتور,,97000,22:09:08,2023-06-05,Monday,False
هایپراستار,,86000,22:09:11,2023-06-05,Monday,False
خونه من,,129000,22:19:52,2023-06-05,Monday,False
باغ فیض هجرت,,104000,22:19:56,2023-06-05,Monday,False
باغ فیض باهنر,,135000,22:20:00,2023-06-05,Monday,False
ستاری کورش,,139000,22:20:04,2023-06-05,Monday,False
میدون سازمان برنامه,,98000,22:20:08,2023-06-05,Monday,False
شقایق شمالی,,101000,22:20:14,2023-06-05,Monday,False
کاشانی اباذر,,137000,22:20:17,2023-06-05,Monday,False
اباذر پردیس زندگی,,143000,22:20:22,2023-06-05,Monday,False
کاشانی سر جنت,,127000,22:20:25,2023-06-05,Monday,False
فردوس شقایق,,101000,22:20:29,2023-06-05,Monday,False
کاشانی مینیاتور,,104000,22:20:32,2023-06-05,Monday,False
هایپراستار,,95000,22:20:36,2023-06-05,Monday,False
خونه من,,120000,22:39:37,2023-06-05,Monday,False
باغ فیض هجرت,,123000,22:39:42,2023-06-05,Monday,False
باغ فیض باهنر,,125000,22:39:46,2023-06-05,Monday,False
ستاری کورش,,139000,22:39:49,2023-06-05,Monday,False
میدون سازمان برنامه,,116000,22:39:55,2023-06-05,Monday,False
شقایق شمالی,,110000,22:39:59,2023-06-05,Monday,False
کاشانی اباذر,,127000,22:40:02,2023-06-05,Monday,False
اباذر پردیس زندگی,,131000,22:40:06,2023-06-05,Monday,False
کاشانی سر جنت,,109000,22:40:13,2023-06-05,Monday,False
فردوس شقایق,,119000,22:40:17,2023-06-05,Monday,False
کاشانی مینیاتور,,114000,22:40:21,2023-06-05,Monday,False
هایپراستار,,112000,22:40:25,2023-06-05,Monday,False
خونه من,,111000,22:49:49,2023-06-05,Monday,False
باغ فیض هجرت,,123000,22:49:53,2023-06-05,Monday,False
باغ فیض باهنر,,126000,22:49:57,2023-06-05,Monday,False
ستاری کورش,,119000,22:50:00,2023-06-05,Monday,False
میدون سازمان برنامه,,117000,22:50:04,2023-06-05,Monday,False
شقایق شمالی,,129000,22:50:08,2023-06-05,Monday,False
کاشانی اباذر,,127000,22:50:12,2023-06-05,Monday,False
اباذر پردیس زندگی,,131000,22:50:16,2023-06-05,Monday,False
کاشانی سر جنت,,118000,22:50:19,2023-06-05,Monday,False
فردوس شقایق,,101000,22:50:23,2023-06-05,Monday,False
کاشانی مینیاتور,,133000,22:50:27,2023-06-05,Monday,False
هایپراستار,,104000,22:50:30,2023-06-05,Monday,False
خونه من,,103000,23:05:09,2023-06-05,Monday,False
باغ فیض هجرت,,126000,23:05:13,2023-06-05,Monday,False
باغ فیض باهنر,,128000,23:05:18,2023-06-05,Monday,False
ستاری کورش,,110000,23:05:21,2023-06-05,Monday,False
میدون سازمان برنامه,,118000,23:05:25,2023-06-05,Monday,False
شقایق شمالی,,121000,23:05:29,2023-06-05,Monday,False
کاشانی اباذر,,131000,23:05:32,2023-06-05,Monday,False
اباذر پردیس زندگی,,133000,23:05:36,2023-06-05,Monday,False
کاشانی سر جنت,,120000,23:05:40,2023-06-05,Monday,False
فردوس شقایق,,121000,23:05:43,2023-06-05,Monday,False
کاشانی مینیاتور,,127000,23:05:47,2023-06-05,Monday,False
هایپراستار,,87000,23:05:50,2023-06-05,Monday,False
خونه من,,112000,23:19:53,2023-06-05,Monday,False
باغ فیض هجرت,,125000,23:19:57,2023-06-05,Monday,False
باغ فیض باهنر,,127000,23:20:01,2023-06-05,Monday,False
ستاری کورش,,116000,23:20:05,2023-06-05,Monday,False
میدون سازمان برنامه,,117000,23:20:09,2023-06-05,Monday,False
شقایق شمالی,,112000,23:20:14,2023-06-05,Monday,False
کاشانی اباذر,,120000,23:20:18,2023-06-05,Monday,False
اباذر پردیس زندگی,,132000,23:20:22,2023-06-05,Monday,False
کاشانی سر جنت,,119000,23:20:26,2023-06-05,Monday,False
فردوس شقایق,,121000,23:20:30,2023-06-05,Monday,False
کاشانی مینیاتور,,117000,23:20:34,2023-06-05,Monday,False
هایپراستار,,112000,23:20:37,2023-06-05,Monday,False
خونه من,,119000,17:41:07,2023-06-06,Tuesday,False
باغ فیض هجرت,,110000,17:41:11,2023-06-06,Tuesday,False
باغ فیض باهنر,,127000,17:41:16,2023-06-06,Tuesday,False
ستاری کورش,,120000,17:41:19,2023-06-06,Tuesday,False
میدون سازمان برنامه,,104000,17:41:24,2023-06-06,Tuesday,False
شقایق شمالی,,106000,17:41:28,2023-06-06,Tuesday,False
کاشانی اباذر,,142000,17:41:31,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,134000,17:41:36,2023-06-06,Tuesday,False
کاشانی سر جنت,,117000,17:41:40,2023-06-06,Tuesday,False
فردوس شقایق,,95000,17:41:44,2023-06-06,Tuesday,False
کاشانی مینیاتور,,113000,17:41:48,2023-06-06,Tuesday,False
هایپراستار,,88000,17:41:52,2023-06-06,Tuesday,False
خونه من,,139000,17:54:14,2023-06-06,Tuesday,False
باغ فیض هجرت,,133000,17:54:19,2023-06-06,Tuesday,False
باغ فیض باهنر,,141000,17:54:23,2023-06-06,Tuesday,False
ستاری کورش,,131000,17:54:27,2023-06-06,Tuesday,False
میدون سازمان برنامه,,119000,17:54:32,2023-06-06,Tuesday,False
شقایق شمالی,,109000,17:54:36,2023-06-06,Tuesday,False
کاشانی اباذر,,145000,17:54:40,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,150000,17:54:44,2023-06-06,Tuesday,False
کاشانی سر جنت,,129000,17:54:51,2023-06-06,Tuesday,False
فردوس شقایق,,113000,17:54:55,2023-06-06,Tuesday,False
کاشانی مینیاتور,,119000,17:54:59,2023-06-06,Tuesday,False
هایپراستار,,100000,17:55:02,2023-06-06,Tuesday,False
خونه من,,127000,18:04:57,2023-06-06,Tuesday,False
باغ فیض هجرت,,135000,18:05:02,2023-06-06,Tuesday,False
باغ فیض باهنر,,129000,18:05:06,2023-06-06,Tuesday,False
ستاری کورش,,123000,18:05:10,2023-06-06,Tuesday,False
میدون سازمان برنامه,,100000,18:05:15,2023-06-06,Tuesday,False
شقایق شمالی,,113000,18:05:18,2023-06-06,Tuesday,False
کاشانی اباذر,,145000,18:05:22,2023-06-06,Tuesday,False
اباذر پردیس زندگی,,134000,18:05:27,2023-06-06,Tuesday,False
کاشانی سر جنت,,106000,18:05:30,2023-06-06,Tuesday,False
فردوس شقایق,,112000,18:05:34,2023-06-06,Tuesday,False
کاشانی مینیاتور,,118000,18:05:38,2023-06-06,Tuesday,False
